96	64	320	64	5	1	1968374016.0	512001	13.522617254257202
192	64	128	64	4	1	520478784.0	131073	11.493352429072063
32	32	512	224	4	2	469819392.0	1835009	2.6316003227233886
96	32	352	480	2	1	736512480.0	675841	11.216288328170776
128	32	416	512	3	2	522023040.0	1916929	9.72995774269104
96	32	64	224	5	2	86159416.0	358401	3.870365112622579
224	64	128	288	2	1	624218400.0	147457	27.752446060180663
224	32	128	512	5	2	393748608.0	1638401	30.456143029530843
192	32	416	320	2	1	580219200.0	532481	20.042256158192952
32	64	64	96	2	2	26867808.0	24577	0.27038943896691003
192	32	288	384	2	2	127955328.0	442369	4.005105706055959
256	64	416	128	5	1	5117624832.0	1331201	68.20123199462891
128	64	96	448	2	2	187830720.0	172033	4.5303368242581685
192	64	192	96	4	2	302088192.0	294913	11.52520097732544
256	32	192	288	4	2	226566144.0	884737	11.532541653315226
160	64	192	32	5	1	590561408.0	153601	9.429691928227742
32	64	352	512	5	2	4471189632.0	4505601	25.277860260009767
128	32	480	256	4	1	1889648896.0	1966081	37.59705304463704
64	64	480	480	3	1	8495431680.0	2073601	29.885677782694497
224	64	288	416	4	1	7609938336.0	1916929	119.52668835957844
128	64	416	256	2	1	1800864000.0	425985	35.68206811269124
96	32	320	64	3	2	50198544.0	184321	0.859295574426651
160	32	32	480	4	1	236636640.0	245761	14.736762119928995
160	64	512	352	4	1	11446341984.0	2883585	121.10689453125
224	64	416	32	2	1	225108000.0	53249	9.76628126780192
96	64	416	32	5	1	1279406208.0	332801	11.662023989359538
256	32	288	64	2	2	21325888.0	73729	1.033755523165067
32	32	160	288	3	1	424968192.0	414721	2.829376650651296
32	64	416	288	4	2	1963229184.0	1916929	17.52320769627889
128	64	224	288	3	2	613571400.0	580609	37.629447848002116
96	64	192	160	2	1	519844000.0	122881	9.878045449256897
128	32	160	224	4	1	551291104.0	573441	15.846507523854573
224	32	256	224	2	2	66354400.0	229377	3.5762840541203818
160	32	192	320	4	2	251740160.0	983041	7.5529060538609825
32	64	160	224	2	2	156362976.0	143361	1.0355798425277074
192	64	160	192	4	1	1951604928.0	491521	32.468086071014405
96	64	288	352	2	2	441977184.0	405505	8.141950395901999
224	64	192	128	2	1	415875200.0	98305	14.643431078592936
256	32	320	32	2	2	11846688.0	40961	0.8444492789109548
96	32	512	480	4	2	1006755840.0	3932161	16.237825406392414
160	64	448	64	4	2	469827584.0	458753	12.412660601933798
64	32	448	64	5	2	172226576.0	716801	5.051612806320191
160	32	384	480	5	2	1107187320.0	4608001	53.29835660298665
224	32	384	512	3	1	1812463616.0	1769473	21.548486035664876
256	64	288	384	5	1	10629367296.0	2764801	125.77496299743652
32	64	64	192	2	2	53735616.0	49153	0.37433258672555286
192	32	512	224	4	2	469819392.0	1835009	18.18345335960388
32	64	352	64	2	1	380993600.0	90113	2.101750835975011
128	64	256	384	2	1	1662960000.0	393217	33.15301347732544
256	64	96	416	3	1	1473904640.0	359425	70.24491566975911
128	32	352	64	3	2	55216656.0	202753	1.2266438432534537
64	32	352	416	3	2	358908264.0	1317889	4.226601087252299
160	64	96	416	3	1	1473904640.0	359425	21.18949920654297
256	32	480	64	5	2	184527376.0	768001	20.268299338022867
256	64	224	224	3	1	1850605568.0	451585	34.90905684153239
192	64	416	384	4	2	2617638912.0	2555905	125.41550621032715
96	64	352	192	4	2	1107492864.0	1081345	30.131009953816733
64	64	416	64	5	2	660505104.0	665601	10.722132059733072
128	32	128	160	2	2	23721120.0	81921	0.6885920006036759
256	32	128	512	4	2	268566528.0	1048577	10.759337422053019
32	32	96	320	4	1	472658240.0	491521	2.8211332241694134
192	32	320	160	5	1	1152144000.0	1280001	11.401118609110513
64	64	320	320	5	2	2540477520.0	2560001	28.956505165100097
64	64	288	448	5	1	12400928512.0	3225601	37.96902765909831
224	32	96	288	2	1	120748320.0	110593	5.678943646748861
64	32	320	512	3	2	401588352.0	1474561	3.930577589670817
256	64	128	256	3	1	1209008128.0	294913	23.9070667775472
192	64	512	160	5	2	2032286760.0	2048001	72.22196044921876
192	64	352	192	5	1	6495560448.0	1689601	61.752988510131836
192	32	96	416	5	2	239965544.0	998401	17.656728763580322
128	64	320	128	3	2	389511200.0	368641	26.278579972585042
128	64	64	480	5	2	762524280.0	768001	23.767023334503175
32	64	160	192	5	2	762238512.0	768001	5.36633930683136
32	32	352	224	3	1	726892544.0	709633	4.180129897594452
256	32	480	320	3	1	1415905280.0	1382401	22.53652769724528
96	64	256	288	2	2	321472800.0	294913	6.033882023493449
224	64	416	64	2	1	450216000.0	106497	16.670130710601807
128	64	64	352	3	2	214528600.0	202753	17.995227788289387
160	64	160	32	2	1	86663200.0	20481	2.7530852286020915
64	64	32	32	4	2	16809984.0	16385	0.27605653365453087
64	64	480	480	4	2	3775365120.0	3686401	60.551576665242514
64	64	32	352	5	1	1083823488.0	281601	7.870103685061137
160	32	160	256	2	2	47423744.0	163841	1.2986851195494333
192	64	128	64	5	2	203276304.0	204801	10.943544111251832
160	32	416	416	2	1	754284960.0	692225	22.515377616882326
32	64	352	416	2	2	638310816.0	585729	4.097905293305715
192	32	288	160	3	1	424837120.0	414721	7.37169930934906
64	64	480	416	5	2	4953724776.0	4992001	53.158269805908205
64	32	96	352	3	1	311787520.0	304129	1.7043168020248414
64	64	448	192	3	1	3171680256.0	774145	15.125132706960043
160	64	256	448	4	1	7284924864.0	1835009	83.13308077494304
64	64	192	288	3	2	525961800.0	497665	16.952861172358194
160	32	160	96	3	2	37661976.0	138241	1.2270637865861256
32	32	192	512	4	1	1512014336.0	1572865	7.298962988853455
160	64	96	512	2	1	832832000.0	196609	21.540530713399253
96	64	512	448	3	2	2180978800.0	2064385	88.66332633972168
32	64	32	384	5	2	305200224.0	307201	3.8300782895088195
224	64	320	160	5	2	1270238760.0	1280001	54.86248074849447
192	64	64	224	2	2	62691552.0	57345	2.5464701008796693
128	64	384	160	4	2	1006796800.0	983041	36.8908609644572
128	64	128	448	2	2	250278336.0	229377	5.946912091573079
224	32	288	160	5	2	276806440.0	1152001	21.726733156840005
128	32	480	128	4	2	251691008.0	983041	5.1544219668706255
32	64	64	64	3	1	151257088.0	36865	1.3482957883675892
224	64	64	256	2	2	71647488.0	65537	2.784266769886017
224	32	448	352	2	2	182398304.0	630785	7.138827172915141
192	32	64	512	4	2	134348800.0	524289	4.065988363424937
128	64	224	384	2	1	1455292800.0	344065	29.064670956929525
64	64	384	192	5	1	7085998848.0	1843201	22.827633088429767
32	32	96	32	5	2	18458888.0	76801	0.3675690655906995
224	64	512	32	4	1	1040576544.0	262145	32.144757130940754
256	32	384	160	3	1	566394880.0	552961	12.573488651911418
224	32	192	320	3	1	566558720.0	552961	9.160839058558146
224	64	288	512	2	1	2494169600.0	589825	86.48858581542969
32	64	192	512	5	2	2439061632.0	2457601	14.879834690093993
192	64	32	384	3	2	117218400.0	110593	20.101485805511473
96	32	448	128	3	1	528613376.0	516097	3.5953862396876017
96	64	224	96	2	1	363823200.0	86017	6.814517345428467
128	64	128	352	4	2	738557952.0	720897	28.925956281026206
192	32	352	480	4	1	2598390240.0	2703361	81.11096237182618
32	32	448	32	5	1	322588800.0	358401	2.3661815452575685
192	32	288	96	5	1	622166400.0	691201	8.224610865910847
160	32	416	192	4	1	1228296384.0	1277953	37.42012465159098
64	32	320	32	4	2	41951232.0	163841	0.9252032015721003
64	64	288	256	3	1	2718957568.0	663553	10.920970236460368
192	32	320	192	5	2	369070128.0	1536001	23.90625342686971
160	64	512	192	4	1	6243459264.0	1572865	71.47333343505859
96	64	256	96	4	2	402751488.0	393217	7.967175882657369
128	64	512	160	4	1	5202882720.0	1310721	49.56699096679687
96	64	160	480	5	1	7382325120.0	1920001	37.31716176350911
96	32	192	320	3	2	150630480.0	552961	2.6124086419741315
64	64	352	384	5	2	3353392224.0	3379201	37.166165313720704
256	64	288	384	2	2	482156928.0	442369	19.76005491892497
64	32	160	32	4	1	78755872.0	81921	1.1094458675384522
128	32	288	288	2	2	95966496.0	331777	2.577313709259033
224	32	256	512	5	2	787374208.0	3276801	54.7602038192749
64	32	256	64	3	2	40162320.0	147457	0.48836128065983453
128	32	352	192	3	1	623050752.0	608257	6.012644356091817
192	64	128	288	2	2	160893216.0	147457	6.570393384297689
64	32	96	192	3	2	45215280.0	165889	0.6181592506170273
160	64	32	320	3	2	97682000.0	92161	14.318020995457967
128	32	224	480	3	2	263581560.0	967681	5.485611750284831
32	64	32	320	5	1	985294080.0	256001	4.034320115248362
64	32	256	288	2	1	321472800.0	294913	4.32691070954005
